Accession	Unnamed: 0	Organism_Name	SRA_Accession	Submitters	Organization	Org_location	Release_Date	Isolate	Species	Length	Nuc_Completeness	Geo_Location	Country	USA	Host	Isolation_Source	date	BioSample	GenBank_Title	Division
ON813213.1	88	West Nile virus	?	Ndione,M.H.D., Mencattelli,G., Diagne,M.M., Savini,G., Monaco,F., Di Lollo,V., Curini,V., Camma,C., Faye,O.	Istituto Zooprofilattico Sperimentale dell'Abruzzo e del Molise 'G. Caporale', Animals Foreign Diseases	Italy	2023-03-20T00:00:00Z	SN2016 286281	Orthoflavivirus nilense	10967	partial	Senegal: Barkedji region	Senegal	?	Culex bitaeniorhynchus	?	2016	?	West Nile virus isolate SN2016 286281 polyprotein gene, complete cds	Barkedji region
OP846972.1	202	West Nile virus	?	Ndione,M.H.D., Ndiaye,E.H., Faye,M., Diagne,M.M., Diallo,D., Diallo,A., Sall,A.A., Loucoubar,C., Faye,O., Diallo,M., Barry,M.A., Fall,G., Sall,A.	Institut Pasteur de Dakar, Virology	Senegal	2023-01-01T00:00:00Z	AnD95153/1993	Orthoflavivirus nilense	10104	partial	Senegal	Senegal	?	Mastomys erythroleucus	?	1993	?	West Nile virus isolate AnD95153/1993 polyprotein gene, partial cds	?
OP870458.1	218	West Nile virus	?	Ndione,M.H.D., Ndiaye,E.H., Faye,M., Diagne,M.M., Diallo,D., Diallo,A., Sall,A.A., Loucoubar,C., Faye,O., Diallo,M., Barry,M.A., Fall,G.	Institut Pasteur de Dakar, Virology	Senegal	2023-01-01T00:00:00Z	ArD55759/1990	Orthoflavivirus nilense	10095	partial	Senegal	Senegal	?	Culex tritaeniorhynchus	?	1990	?	West Nile virus isolate ArD55759/1990 polyprotein gene, partial cds	?
OP870461.1	221	West Nile virus	?	Ndione,M.H.D., Ndiaye,E.H., Faye,M., Diagne,M.M., Diallo,D., Diallo,A., Sall,A.A., Loucoubar,C., Faye,O., Diallo,M., Barry,M.A., Fall,G.	Institut Pasteur de Dakar, Virology	Senegal	2023-01-01T00:00:00Z	ArD166362/2002	Orthoflavivirus nilense	10095	partial	Senegal	Senegal	?	Aedes vexans	?	2002	?	West Nile virus isolate ArD166362/2002 polyprotein gene, partial cds	?
KC407673.1	2597	West Nile virus	?	Petrovic,T., Blazquez,A.B., Lupulovic,D., Lazic,G., Escribano-Romero,E., Fabijan,D., Kapetanov,M., Lazic,S., Saiz,J.-C.	Instit. Nac. Investigaciones Agrarias, Biotechnology	Spain	2013-04-01T00:00:00Z	Sad/12	Orthoflavivirus nilense	11028	complete	Serbia	Serbia	?	Accipiter gentilis	?	2012	?	West Nile virus isolate Sad/12, complete genome	?
KT757320.1	1345	West Nile virus	?	Kemenesi,G., Zana,B., Herczeg,R., Dallos,B., Oldal,M., Marton,S., Krtinic,B., Banyai,K., Jakab,F.	University of Pecs, Szentagothai Research Centre	Hungary	2017-02-22T00:00:00Z	Vojvodina_2013_03	Orthoflavivirus nilense	10948	partial	Serbia	Serbia	?	Culex pipiens	?	2013	?	West Nile virus isolate Vojvodina_2013_03 polyprotein gene, complete cds	?
MW751837.1	391	West Nile virus	?	Tesovic,B., Vidanovic,D., Sekler,M., Matovic,K., Debeljak,Z., Vaskovic,N., Dmitric,M., Petrovic,T., Banovic Djeri,B.	Veterinary Specialized Institute, Laboratory Fror Clinical Microbiology	Serbia	2022-07-23T00:00:00Z	WNV/SRB/Curug-5871/2018	Orthoflavivirus nilense	10941	partial	Serbia: Curug	Serbia	?	Falco tinnunculus	?	2018-06-25	?	West Nile virus isolate WNV/SRB/Curug-5871/2018 polyprotein gene, complete cds	Curug
KX375812.1	1342	West Nile virus	?	Jovanovic Galovic,A., Weyer,J., Jansen van Vuren,P., Paweska,J.T., Blumberg,L.H., Milosevic,V.	National Institute for Communicable Diseases of the National Health Laboratory Service, Center for Emerging and Zoonotic Diseases	South Africa	2017-03-15T00:00:00Z	Novi Sad 24/2013	Orthoflavivirus nilense	10359	partial	Serbia	Serbia	?	Homo sapiens	blood	2013	?	West Nile virus isolate Novi Sad 24/2013 polyprotein gene, complete cds	?
MW751835.1	389	West Nile virus	?	Tesovic,B., Vidanovic,D., Sekler,M., Matovic,K., Debeljak,Z., Vaskovic,N., Dmitric,M., Petrovic,T., Banovic Djeri,B.	Veterinary Specialized Institute, Laboratory Fror Clinical Microbiology	Serbia	2022-07-23T00:00:00Z	WNV/SRB/Subotica-8072-1/2018	Orthoflavivirus nilense	10923	partial	Serbia: Subotica	Serbia	?	Asio otus	?	2018-08-28	?	West Nile virus isolate WNV/SRB/Subotica-8072-1/2018 polyprotein gene, complete cds	Subotica
KT757321.1	1346	West Nile virus	?	Kemenesi,G., Zana,B., Herczeg,R., Dallos,B., Oldal,M., Marton,S., Krtinic,B., Banyai,K., Jakab,F.	University of Pecs, Szentagothai Research Centre	Hungary	2017-02-22T00:00:00Z	Vojvodina_2013_04	Orthoflavivirus nilense	10948	partial	Serbia	Serbia	?	Culex pipiens	?	2013	?	West Nile virus isolate Vojvodina_2013_04 polyprotein gene, complete cds	?
MW751838.1	392	West Nile virus	?	Tesovic,B., Vidanovic,D., Sekler,M., Matovic,K., Debeljak,Z., Vaskovic,N., Dmitric,M., Petrovic,T., Banovic Djeri,B.	Veterinary Specialized Institute, Laboratory Fror Clinical Microbiology	Serbia	2022-07-23T00:00:00Z	WNV/SRB/Belgrade-10800-6/2018	Orthoflavivirus nilense	10941	partial	Serbia: Belgrade	Serbia	?	Aves	?	2018-10-16	?	West Nile virus isolate WNV/SRB/Belgrade-10800-6/2018 polyprotein gene, complete cds	Belgrade
MW751840.1	394	West Nile virus	?	Tesovic,B., Vidanovic,D., Sekler,M., Matovic,K., Debeljak,Z., Vaskovic,N., Dmitric,M., Petrovic,T., Banovic Djeri,B.	Veterinary Specialized Institute, Laboratory Fror Clinical Microbiology	Serbia	2022-07-23T00:00:00Z	WNV/SRB/Novi_Sad-12308-20/2020	Orthoflavivirus nilense	10941	partial	Serbia: Novi Sad	Serbia	?	Culex pipiens	?	2020-09-15	?	West Nile virus isolate WNV/SRB/Novi_Sad-12308-20/2020 polyprotein gene, complete cds	Novi Sad
MW751843.1	397	West Nile virus	?	Tesovic,B., Vidanovic,D., Sekler,M., Matovic,K., Debeljak,Z., Vaskovic,N., Dmitric,M., Petrovic,T., Banovic Djeri,B.	Veterinary Specialized Institute, Laboratory Fror Clinical Microbiology	Serbia	2022-07-23T00:00:00Z	WNV/SRB/Karavukovo-6919-4/2018	Orthoflavivirus nilense	10923	partial	Serbia: Karavukovo	Serbia	?	Culex pipiens	?	2018-07-26	?	West Nile virus isolate WNV/SRB/Karavukovo-6919-4/2018 polyprotein gene, complete cds	Karavukovo
MW751845.1	399	West Nile virus	?	Tesovic,B., Vidanovic,D., Sekler,M., Matovic,K., Debeljak,Z., Vaskovic,N., Dmitric,M., Petrovic,T., Banovic Djeri,B.	Veterinary Specialized Institute, Laboratory Fror Clinical Microbiology	Serbia	2022-07-23T00:00:00Z	WNV/SRB/Opovo-6530-27/2018	Orthoflavivirus nilense	10941	partial	Serbia: Opovo	Serbia	?	Culex pipiens	?	2018-07-12	?	West Nile virus isolate WNV/SRB/Opovo-6530-27/2018 polyprotein gene, complete cds	Opovo
KC496016.1	2479	West Nile virus	?	Bakonyi,T., Petric,D., Szentpali-Gavaller,K., Barna,M., Bercic,R.L., Petrovic,T., Nowotny,N.	Institute of Virology, University of Veterinary Medicine Vienna, Viral Zoonoses, Emerging and Vector-Borne Infections Group	Austria	2014-02-17T00:00:00Z	?	Orthoflavivirus nilense	11028	complete	Serbia	Serbia	?	Culex pipiens	?	2010	?	West Nile virus strain Novi Sad-2010, complete genome	?
MW751836.1	390	West Nile virus	?	Tesovic,B., Vidanovic,D., Sekler,M., Matovic,K., Debeljak,Z., Vaskovic,N., Dmitric,M., Petrovic,T., Banovic Djeri,B.	Veterinary Specialized Institute, Laboratory Fror Clinical Microbiology	Serbia	2022-07-23T00:00:00Z	WNV/SRB/Mali_Idjos-6923-2/2015	Orthoflavivirus nilense	10941	partial	Serbia: Mali Idjos	Serbia	?	Culex pipiens	?	2015-08-10	?	West Nile virus isolate WNV/SRB/Mali_Idjos-6923-2/2015 polyprotein gene, complete cds	Mali Idjos
KT757318.1	1343	West Nile virus	?	Kemenesi,G., Zana,B., Herczeg,R., Dallos,B., Oldal,M., Marton,S., Krtinic,B., Banyai,K., Jakab,F.	University of Pecs, Szentagothai Research Centre	Hungary	2017-02-22T00:00:00Z	Vojvodina_2013_01	Orthoflavivirus nilense	10948	partial	Serbia	Serbia	?	Culex pipiens	?	2013	?	West Nile virus isolate Vojvodina_2013_01 polyprotein gene, complete cds	?
KT757322.1	1347	West Nile virus	?	Kemenesi,G., Zana,B., Herczeg,R., Dallos,B., Oldal,M., Marton,S., Krtinic,B., Banyai,K., Jakab,F.	University of Pecs, Szentagothai Research Centre	Hungary	2017-02-22T00:00:00Z	Vojvodina_2013_05	Orthoflavivirus nilense	10948	partial	Serbia	Serbia	?	Culex pipiens	?	2013	?	West Nile virus isolate Vojvodina_2013_05 polyprotein gene, complete cds	?
MW751839.1	393	West Nile virus	?	Tesovic,B., Vidanovic,D., Sekler,M., Matovic,K., Debeljak,Z., Vaskovic,N., Dmitric,M., Petrovic,T., Banovic Djeri,B.	Veterinary Specialized Institute, Laboratory Fror Clinical Microbiology	Serbia	2022-07-23T00:00:00Z	WNV/SRB/Novi_Sad-13086-20/2020	Orthoflavivirus nilense	10941	partial	Serbia: Novi Sad	Serbia	?	Culex pipiens	?	2020-09-15	?	West Nile virus isolate WNV/SRB/Novi_Sad-13086-20/2020 polyprotein gene, complete cds	Novi Sad
KT757319.1	1344	West Nile virus	?	Kemenesi,G., Zana,B., Herczeg,R., Dallos,B., Oldal,M., Marton,S., Krtinic,B., Banyai,K., Jakab,F.	University of Pecs, Szentagothai Research Centre	Hungary	2017-02-22T00:00:00Z	Vojvodina_2013_02	Orthoflavivirus nilense	10948	partial	Serbia	Serbia	?	Culex pipiens	?	2013	?	West Nile virus isolate Vojvodina_2013_02 polyprotein gene, complete cds	?
MW751841.1	395	West Nile virus	?	Tesovic,B., Vidanovic,D., Sekler,M., Matovic,K., Debeljak,Z., Vaskovic,N., Dmitric,M., Petrovic,T., Banovic Djeri,B.	Veterinary Specialized Institute, Laboratory Fror Clinical Microbiology	Serbia	2022-07-23T00:00:00Z	WNV/SRB/Novi_Becej-6919-21/2018	Orthoflavivirus nilense	10923	partial	Serbia: Novi Becej	Serbia	?	Culex pipiens	?	2018-07-24	?	West Nile virus isolate WNV/SRB/Novi_Becej-6919-21/2018 polyprotein gene, complete cds	Novi Becej
MW751842.1	396	West Nile virus	?	Tesovic,B., Vidanovic,D., Sekler,M., Matovic,K., Debeljak,Z., Vaskovic,N., Dmitric,M., Petrovic,T., Banovic Djeri,B.	Veterinary Specialized Institute, Laboratory Fror Clinical Microbiology	Serbia	2022-07-23T00:00:00Z	WNV/SRB/Subotica-6530-11/2018	Orthoflavivirus nilense	10941	partial	Serbia: Subotica	Serbia	?	Culex pipiens	?	2018-07-12	?	West Nile virus isolate WNV/SRB/Subotica-6530-11/2018 polyprotein gene, complete cds	Subotica
KT757323.1	1348	West Nile virus	?	Kemenesi,G., Zana,B., Herczeg,R., Dallos,B., Oldal,M., Marton,S., Krtinic,B., Banyai,K., Jakab,F.	University of Pecs, Szentagothai Research Centre	Hungary	2017-02-22T00:00:00Z	Vojvodina_2013_06	Orthoflavivirus nilense	10948	partial	Serbia	Serbia	?	Culex pipiens	?	2013	?	West Nile virus isolate Vojvodina_2013_06 polyprotein gene, complete cds	?
MW751834.1	388	West Nile virus	?	Tesovic,B., Vidanovic,D., Sekler,M., Matovic,K., Debeljak,Z., Vaskovic,N., Dmitric,M., Petrovic,T., Banovic Djeri,B.	Veterinary Specialized Institute, Laboratory Fror Clinical Microbiology	Serbia	2022-07-23T00:00:00Z	WNV/SRB/Temerin-6530-1/2018	Orthoflavivirus nilense	10923	partial	Serbia: Temerin	Serbia	?	Culex pipiens	?	2018-07-12	?	West Nile virus isolate WNV/SRB/Temerin-6530-1/2018 polyprotein gene, complete cds	Temerin
MW751844.1	398	West Nile virus	?	Tesovic,B., Vidanovic,D., Sekler,M., Matovic,K., Debeljak,Z., Vaskovic,N., Dmitric,M., Petrovic,T., Banovic Djeri,B.	Veterinary Specialized Institute, Laboratory Fror Clinical Microbiology	Serbia	2022-07-23T00:00:00Z	WNV/SRB/Sombor-6530-6/2018	Orthoflavivirus nilense	10923	partial	Serbia: Sombor	Serbia	?	Culex pipiens	?	2018-07-12	?	West Nile virus isolate WNV/SRB/Sombor-6530-6/2018 polyprotein gene, complete cds	Sombor
MW751846.1	400	West Nile virus	?	Tesovic,B., Vidanovic,D., Sekler,M., Matovic,K., Debeljak,Z., Vaskovic,N., Dmitric,M., Petrovic,T., Banovic Djeri,B.	Veterinary Specialized Institute, Laboratory Fror Clinical Microbiology	Serbia	2022-07-23T00:00:00Z	WNV/SRB/Subotica-6530-10/2018	Orthoflavivirus nilense	10941	partial	Serbia: Subotica	Serbia	?	Culex pipiens	?	2018-07-12	?	West Nile virus isolate WNV/SRB/Subotica-6530-10/2018 polyprotein gene, complete cds	Subotica
MH244513.1	1280	West Nile virus	?	Drzewniokova,P., Barzon,L., Franchin,E., Bakonyi,T., Csank,T.	University of Padua, Department of Molecular Medicine	Italy	2018-06-18T00:00:00Z	?	Orthoflavivirus nilense	11012	complete	Slovakia: Secovce	Slovakia	?	Accipiter nisus	brain	2013	?	West Nile virus strain 200.B/2013/Secovce/SVK, complete genome	Secovce
MH244511.1	1278	West Nile virus	?	Drzewniokova,P., Barzon,L., Franchin,E., Bakonyi,T., Csank,T.	University of Padua, Department of Molecular Medicine	Italy	2018-06-18T00:00:00Z	?	Orthoflavivirus nilense	11026	complete	Slovakia: Velky Biel	Slovakia	?	Accipiter gentilis	brain	2013	?	West Nile virus strain 291.B/2013/Velky Biel/SVK, complete genome	Velky Biel
MH244512.1	1279	West Nile virus	?	Drzewniokova,P., Barzon,L., Franchin,E., Bakonyi,T., Csank,T.	University of Padua, Department of Molecular Medicine	Italy	2018-06-18T00:00:00Z	?	Orthoflavivirus nilense	11013	complete	Slovakia: Velky Biel	Slovakia	?	Accipiter gentilis	brain	2013	?	West Nile virus strain 286.B/2013/Velky Biel/SVK, complete genome	Velky Biel
MH244510.1	1277	West Nile virus	?	Drzewniokova,P., Barzon,L., Franchin,E., Bakonyi,T., Csank,T.	University of Padua, Department of Molecular Medicine	Italy	2018-06-18T00:00:00Z	?	Orthoflavivirus nilense	11025	complete	Slovakia: Velky Biel	Slovakia	?	Accipiter gentilis	brain	2014	?	West Nile virus strain 486.B/2014/Velky Biel/SVK, complete genome	Velky Biel
MW561633.1	471	West Nile virus	?	Penazziova,K., Korytar,L., Pastorek,P., Pistl,J., Rusnakova,D., Szemes,T., Cabanova,V., Lickova,M., Borsova,K., Klempa,B., Csank,T.	University of Veterinary Medicine and Pharmacy in Kosice, Department of Microbiology and Immunology	Slovakia	2021-08-18T00:00:00Z	769.B/2018/Kavecany/SVK	Orthoflavivirus nilense	10964	complete	Slovakia	Slovakia	?	Strix nebulosa lapponica	brain	2018-11-16	?	West Nile virus isolate 769.B/2018/Kavecany/SVK, complete genome	?
MK947396.1	489	West Nile virus	?	Zakotnik,S., Korva,M., Knap,N., Zorec,T.M., Avsic Zupanc,T.	Institute of Microbiology and Immunology, Faculty of Medicine, University of Ljubljana, Laboratory for Diagnostics of Zoonoses and WHO Centre	Slovenia	2020-11-29T00:00:00Z	Ko169-2018	Orthoflavivirus nilense	10317	partial	Slovenia	Slovenia	?	Culicidae	?	2018	?	West Nile virus isolate Ko169-2018 polyprotein gene, complete cds	?
MK947397.1	490	West Nile virus	?	Zakotnik,S., Korva,M., Knap,N., Sagadin,M., Zorec,T.M., Avsic Zupanc,T.	Institute of Microbiology and Immunology, Faculty of Medicine, University of Ljubljana, Laboratory for Diagnostics of Zoonoses and WHO Centre	Slovenia	2020-11-29T00:00:00Z	WNV-2950	Orthoflavivirus nilense	11017	complete	Slovenia	Slovenia	?	Homo sapiens	urine	2018-08-23	?	West Nile virus isolate WNV-2950, complete genome	?
EF429198.1	3118	West Nile virus SA93/01	?	Botha,E.M., Markotter,W., Wolfaardt,M., Paweska,J.T., Swanepoel,R., Palacios,G., Nel,L.H., Venter,M.	University of Pretoria, Microbiology and Plant Pathology	?	2008-02-29T00:00:00Z	?	Orthoflavivirus nilense	11052	complete	South Africa	South Africa	?	Homo sapiens	?	2001	?	West Nile virus SA93/01, complete genome	?
EF429197.1	3117	West Nile virus SPU116/89	?	Botha,E.M., Markotter,W., Wolfaardt,M., Paweska,J.T., Swanepoel,R., Palacios,G., Nel,L.H., Venter,M.	University of Pretoria, Microbiology and Plant Pathology	?	2008-02-29T00:00:00Z	?	Orthoflavivirus nilense	11052	complete	South Africa	South Africa	?	Homo sapiens	?	1989	?	West Nile virus SPU116/89, complete genome	?
HM147822.1	2760	West Nile virus	?	McMullen,A.R., Albayrak,H., May,F.J., Davis,C.T., Beasley,D.W., Barrett,A.D., Barrett,A.	UTMB, Pathology	USA	2011-04-21T00:00:00Z	?	Orthoflavivirus nilense	11065	complete	South Africa	South Africa	?	?	?	1958	?	West Nile virus from South Africa, complete genome	?
KM052152.1	2025	West Nile virus	?	Kortenhoeven,C., Joubert,F., Bastos,A.D.S., Abolnik,C.	University of Pretoria, Department of Production Animal Studies	South Africa	2014-10-05T00:00:00Z	349/77	Orthoflavivirus nilense	11014	partial	South Africa	South Africa	?	Equus caballus	?	1977	?	West Nile virus isolate 349/77 polyprotein gene, complete cds	?
EU068667.1	3127	West Nile virus	?	Brault,A.C., Huang,C.Y., Langevin,S.A., Kinney,R.M., Bowen,R.A., Ramey,W.N., Panella,N.A., Holmes,E.C., Powers,A.M., Miller,B.R., Brault,A., Andrade,C., Green,E.	University of CA, Davis, Center for Vector-Borne Disease	USA	2007-08-20T00:00:00Z	SPU116-89	Orthoflavivirus nilense	10305	partial	South Africa	South Africa	?	?	?	?	?	West Nile virus isolate SPU116-89 polyprotein gene, complete cds	?
EF429199.1	3119	West Nile virus SA381/00	?	Botha,E.M., Markotter,W., Wolfaardt,M., Paweska,J.T., Swanepoel,R., Palacios,G., Nel,L.H., Venter,M.	University of Pretoria, Microbiology and Plant Pathology	?	2008-02-29T00:00:00Z	?	Orthoflavivirus nilense	11052	complete	South Africa	South Africa	?	Homo sapiens	?	2000	?	West Nile virus SA381/00, complete genome	?
JN393308.1	2544	West Nile virus	?	Mentoor,J.L.D., Human,S., Venter,M.	University of Pretoria, Medical Virology	South Africa	2013-08-26T00:00:00Z	?	Orthoflavivirus nilense	11042	complete	South Africa: Tiegerpoort, Pretoria	South Africa	?	Equus caballus	?	2008-04-15	?	West Nile virus strain HS101_08, complete genome	Tiegerpoort, Pretoria
EF429200.1	3120	West Nile virus H442	?	Botha,E.M., Markotter,W., Wolfaardt,M., Paweska,J.T., Swanepoel,R., Palacios,G., Nel,L.H., Venter,M.	University of Pretoria, Microbiology and Plant Pathology	?	2008-02-29T00:00:00Z	?	Orthoflavivirus nilense	11051	complete	South Africa	South Africa	?	Homo sapiens	?	1958	?	West Nile virus H442, complete genome	?
HG994354.1	488	West Nile virus	ERR5310325	Perez-Florido,J.	Clinical Bioinformatics Area, Hospital Virgen del Rocio, Avenida Manuel Siurot s/n, 41003	Spain	2021-03-17T00:00:00Z	unavailable	Orthoflavivirus nilense	10885	partial	Spain	Spain	?	Homo sapiens	?	?	SAMEA8024178	West Nile virus isolate unavailable genome assembly, chromosome: 6_44025400	?
OU953897.1	469	West Nile virus	ERR5310324	Perez-Florido,J.	Clinical Bioinformatics Area, Hospital Virgen del Rocio, Avenida Manuel Siurot s/n, 41003	Spain	2021-11-05T00:00:00Z	not_provided	Orthoflavivirus nilense	10884	complete	Spain	Spain	?	Homo sapiens	?	?	SAMEA8024177	West Nile virus isolate not_provided genome assembly, complete genome: monopartite	?
HG994352.1	486	West Nile virus	ERR5310324	Perez-Florido,J.	Clinical Bioinformatics Area, Hospital Virgen del Rocio, Avenida Manuel Siurot s/n, 41003	Spain	2021-03-17T00:00:00Z	unavailable	Orthoflavivirus nilense	10884	partial	Spain	Spain	?	Homo sapiens	?	?	SAMEA8024177	West Nile virus isolate unavailable genome assembly, chromosome: 5_44013538	?
OM037670.1	404	West Nile virus	?	Aguilera-Sepulveda,P., Napp,S., Llorente,F., Solano-Manrique,C., Molina-Lopez,R., Obon,E., Sole,A., Jimenez-Clavero,M.A., Fernandez-Pinero,J., Busquets,N.	Instituto Nacional de Investigacion y Tecnologia Agraria y Alimentaria (INIA), Centro de Investigacion en Sanidad Animal (CISA)	Spain	2022-04-06T00:00:00Z	Spain/2017/Northern_goshawk/AC568	Orthoflavivirus nilense	10972	complete	Spain: Lerida, Catalonia	Spain	?	Accipiter gentilis	brain	2017-09	?	West Nile virus isolate Spain/2017/Northern_goshawk/AC568, complete genome	Lerida, Catalonia
MW915462.1	462	West Nile virus	?	Aguilera-Sepulveda,P., Gomez-Martin,B., Aguero,M., Jimenez-Clavero,M.A., Fernandez-Pinero,J.	Instituto Nacional de Investigacion y Tecnologia Agraria y Alimentaria (INIA), Centro de Investigacion en Sanidad Animal (CISA)	Spain	2021-12-05T00:00:00Z	Spain/2017/NG-b	Orthoflavivirus nilense	10919	complete	Spain: Manilva, Malaga	Spain	?	Accipiter gentilis	brain	2017-09	?	West Nile virus isolate Spain/2017/NG-b, complete genome	Manilva, Malaga
OM037671.1	405	West Nile virus	?	Aguilera-Sepulveda,P., Napp,S., Llorente,F., Solano-Manrique,C., Molina-Lopez,R., Obon,E., Sole,A., Jimenez-Clavero,M.A., Fernandez-Pinero,J., Busquets,N.	Instituto Nacional de Investigacion y Tecnologia Agraria y Alimentaria (INIA), Centro de Investigacion en Sanidad Animal (CISA)	Spain	2022-04-06T00:00:00Z	Spain/2020/Northern_goshawk/AC913	Orthoflavivirus nilense	10957	complete	Spain: Lerida, Catalonia	Spain	?	Accipiter gentilis	brain	2020-09	?	West Nile virus isolate Spain/2020/Northern_goshawk/AC913, complete genome	Lerida, Catalonia
JF707789.1	2667	West Nile virus	?	Sotelo,E., Fernandez-Pinero,J., Llorente,F., Vazquez,A., Moreno,A., Aguero,M., Cordioli,P., Tenorio,A., Jimenez-Clavero,M.A., Herrero,L.	Instituto de Salud Carlos III, Centro Nacional Microbiologia	Spain	2011-10-24T00:00:00Z	?	Orthoflavivirus nilense	10900	partial	Spain	Spain	?	Culex perexiguus	?	2008	?	West Nile virus strain HU6365/08 polyprotein precursor, gene, complete cds	?
OP643864.1	198	West Nile virus	?	Ruiz-Lopez,M.J., Munoz-Chimeno,M., Figuerola,J., Gavilan,A.M., Varona,S., Cuesta,I., Martinez-de la Puente,J., Zaballos,A., Molero,F., Soriguer,R.C., Sanchez-Seco,M.P., Ruiz,S., Vazquez,A., Sanchez-Seco,Mf.P.	Instituto de Salud Carlos III, National Center of Microbiology	Spain	2023-01-27T00:00:00Z	?	Orthoflavivirus nilense	10300	partial	Spain	Spain	?	Culex perexiguus	?	2021	?	West Nile virus strain 21c560 polyprotein gene, partial cds	?
OU953895.1	467	West Nile virus	ERR5310322	Perez-Florido,J.	Clinical Bioinformatics Area, Hospital Virgen del Rocio, Avenida Manuel Siurot s/n, 41003	Spain	2021-11-05T00:00:00Z	not_provided	Orthoflavivirus nilense	10886	complete	Spain	Spain	?	Homo sapiens	?	?	SAMEA8024175	West Nile virus isolate not_provided genome assembly, complete genome: monopartite	?
OU953898.1	470	West Nile virus	ERR5310323	Perez-Florido,J.	Clinical Bioinformatics Area, Hospital Virgen del Rocio, Avenida Manuel Siurot s/n, 41003	Spain	2021-11-05T00:00:00Z	not_provided	Orthoflavivirus nilense	10888	complete	Spain	Spain	?	Homo sapiens	?	?	SAMEA8024176	West Nile virus isolate not_provided genome assembly, complete genome: monopartite	?
