Accession,Organism_Name,SRA_Accession,Submitters,Organization,Org_location,Release_Date,Isolate,Species,Length,Nuc_Completeness,Geo_Location,Country,USA,Host,Isolation_Source,Collection_Date,BioSample,GenBank_Title
JN819310.1,West Nile virus,,"Henn,M.R., Newman,R.M., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Young,S., Berlin,A., Heiman,D., Sykes,S., Koehrsen,M., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Neiman,D., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Ebel,G., Nusbaum,C., Birren,B.",Broad Institute of MIT and Harvard,USA,2012-02-08T00:00:00Z,WNV-1/BID-V5037,Orthoflavivirus nilense,10581,complete,,,,,,,,"West Nile virus isolate WNV-1/BID-V5037, complete genome"
JN819311.1,West Nile virus,,"Henn,M.R., Newman,R.M., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Young,S., Berlin,A., Heiman,D., Sykes,S., Koehrsen,M., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Neiman,D., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Ebel,G., Nusbaum,C., Birren,B.",Broad Institute of MIT and Harvard,USA,2012-02-08T00:00:00Z,WNV-1/BID-V5038,Orthoflavivirus nilense,10451,complete,,,,Culicidae,,,,"West Nile virus isolate WNV-1/BID-V5038, complete genome"
JN819312.1,West Nile virus,,"Henn,M.R., Newman,R.M., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Young,S., Berlin,A., Heiman,D., Sykes,S., Koehrsen,M., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Neiman,D., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Ebel,G., Nusbaum,C., Birren,B.",Broad Institute of MIT and Harvard,USA,2012-02-08T00:00:00Z,WNV-1/BID-V5039,Orthoflavivirus nilense,10584,complete,,,,Culicidae,,,,"West Nile virus isolate WNV-1/BID-V5039, complete genome"
JN819313.1,West Nile virus,,"Henn,M.R., Newman,R.M., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Young,S., Berlin,A., Heiman,D., Sykes,S., Koehrsen,M., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Neiman,D., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Ebel,G., Nusbaum,C., Birren,B.",Broad Institute of MIT and Harvard,USA,2012-02-08T00:00:00Z,WNV-1/BID-V5040,Orthoflavivirus nilense,10436,complete,,,,Culicidae,,,,"West Nile virus isolate WNV-1/BID-V5040, complete genome"
JN819314.1,West Nile virus,,"Henn,M.R., Newman,R.M., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Young,S., Berlin,A., Heiman,D., Sykes,S., Koehrsen,M., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Neiman,D., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Ebel,G., Nusbaum,C., Birren,B.",Broad Institute of MIT and Harvard,USA,2012-02-08T00:00:00Z,WNV-1/BID-V5041,Orthoflavivirus nilense,10413,partial,,,,,,,,"West Nile virus isolate WNV-1/BID-V5041, partial genome"
JN819315.1,West Nile virus,,"Henn,M.R., Newman,R.M., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Young,S., Berlin,A., Heiman,D., Sykes,S., Koehrsen,M., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Neiman,D., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Ebel,G., Nusbaum,C., Birren,B.",Broad Institute of MIT and Harvard,USA,2012-02-08T00:00:00Z,WNV-1/BID-V5042,Orthoflavivirus nilense,10583,complete,,,,Aves,,,,"West Nile virus isolate WNV-1/BID-V5042, complete genome"
JN819316.1,West Nile virus,,"Henn,M.R., Newman,R.M., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Young,S., Berlin,A., Heiman,D., Sykes,S., Koehrsen,M., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Neiman,D., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Ebel,G., Nusbaum,C., Birren,B.",Broad Institute of MIT and Harvard,USA,2012-02-08T00:00:00Z,WNV-1/BID-V5043,Orthoflavivirus nilense,10584,complete,,,,,,,,"West Nile virus isolate WNV-1/BID-V5043, complete genome"
JN819317.1,West Nile virus,,"Henn,M.R., Newman,R.M., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Young,S., Berlin,A., Heiman,D., Sykes,S., Koehrsen,M., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Neiman,D., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Ebel,G., Nusbaum,C., Birren,B.",Broad Institute of MIT and Harvard,USA,2012-02-08T00:00:00Z,WNV-1/BID-V5044,Orthoflavivirus nilense,10594,complete,,,,,,,,"West Nile virus isolate WNV-1/BID-V5044, complete genome"
JN819318.1,West Nile virus,,"Henn,M.R., Newman,R.M., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Young,S., Berlin,A., Heiman,D., Sykes,S., Koehrsen,M., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Neiman,D., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Ebel,G., Nusbaum,C., Birren,B.",Broad Institute of MIT and Harvard,USA,2012-02-08T00:00:00Z,WNV-1/BID-V5045,Orthoflavivirus nilense,10584,complete,,,,Aves,,,,"West Nile virus isolate WNV-1/BID-V5045, complete genome"
JN819319.1,West Nile virus,,"Henn,M.R., Newman,R.M., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Young,S., Berlin,A., Heiman,D., Sykes,S., Koehrsen,M., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Neiman,D., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Ebel,G., Nusbaum,C., Birren,B.",Broad Institute of MIT and Harvard,USA,2012-02-08T00:00:00Z,WNV-1/BID-V5047,Orthoflavivirus nilense,10380,complete,,,,Aves,,,,"West Nile virus isolate WNV-1/BID-V5047, complete genome"
JN819320.1,West Nile virus,,"Henn,M.R., Newman,R.M., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Young,S., Berlin,A., Heiman,D., Sykes,S., Koehrsen,M., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Neiman,D., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Ebel,G., Nusbaum,C., Birren,B.",Broad Institute of MIT and Harvard,USA,2012-02-08T00:00:00Z,WNV-1/BID-V5048,Orthoflavivirus nilense,10414,complete,,,,Aves,,,,"West Nile virus isolate WNV-1/BID-V5048, complete genome"
JN819321.1,West Nile virus,,"Henn,M.R., Newman,R.M., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Young,S., Berlin,A., Heiman,D., Sykes,S., Koehrsen,M., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Neiman,D., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Ebel,G., Nusbaum,C., Birren,B.",Broad Institute of MIT and Harvard,USA,2012-02-08T00:00:00Z,WNV-1/BID-V5051,Orthoflavivirus nilense,10584,complete,,,,,,,,"West Nile virus isolate WNV-1/BID-V5051, complete genome"
JN819322.1,West Nile virus,,"Henn,M.R., Newman,R.M., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Young,S., Berlin,A., Heiman,D., Sykes,S., Koehrsen,M., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Neiman,D., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Ebel,G., Nusbaum,C., Birren,B.",Broad Institute of MIT and Harvard,USA,2012-02-08T00:00:00Z,WNV-1/BID-V5053,Orthoflavivirus nilense,10348,partial,,,,,,,,"West Nile virus isolate WNV-1/BID-V5053, partial genome"
JN819323.1,West Nile virus,,"Henn,M.R., Newman,R.M., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Young,S., Berlin,A., Heiman,D., Sykes,S., Koehrsen,M., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Neiman,D., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Ebel,G., Nusbaum,C., Birren,B.",Broad Institute of MIT and Harvard,USA,2012-02-08T00:00:00Z,WNV-1/BID-V5050,Orthoflavivirus nilense,10488,complete,,,,,,,,"West Nile virus isolate WNV-1/BID-V5050, complete genome"
JN819324.1,West Nile virus,,"Henn,M.R., Newman,R.M., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Young,S., Berlin,A., Heiman,D., Sykes,S., Koehrsen,M., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Neiman,D., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Ebel,G., Nusbaum,C., Birren,B.",Broad Institute of MIT and Harvard,USA,2012-02-08T00:00:00Z,WNV-1/BID-V5052,Orthoflavivirus nilense,10588,complete,,,,,,,,"West Nile virus isolate WNV-1/BID-V5052, complete genome"
JN819325.1,West Nile virus,,"Henn,M.R., Newman,R.M., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Young,S., Berlin,A., Heiman,D., Sykes,S., Koehrsen,M., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Neiman,D., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Ebel,G., Nusbaum,C., Birren,B.",Broad Institute of MIT and Harvard,USA,2012-02-08T00:00:00Z,WNV-1/BID-V5046,Orthoflavivirus nilense,10262,partial,,,,Aves,,,,"West Nile virus isolate WNV-1/BID-V5046, partial genome"
JN817352.1,West Nile virus,,"Henn,M.R., Newman,R.M., Brien,J., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Young,S., Berlin,A., Heiman,D., Sykes,S., Koehrsen,M., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Neiman,D., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Brien,J.D., Diamond,M.S., Nusbaum,C., Birren,B.",Broad Institute of MIT and Harvard,USA,2011-12-21T00:00:00Z,WNV-1/Mus/BID-V5005/brain,Orthoflavivirus nilense,10072,partial,,,,Mus musculus,brain,,,"West Nile virus isolate WNV-1/Mus/BID-V5005/brain, partial genome"
JN858069.1,West Nile virus,,"Bagnarelli,P., Trotta,D., Marinelli,K., Monachetti,A.","University Politecnica Marche, Biomedical Sciences & Public Health",Italy,2011-12-06T00:00:00Z,Italy/2011/AN-1,Orthoflavivirus nilense,10895,complete,Italy,Italy,,Homo sapiens,urine,2011-09,,"West Nile virus isolate Italy/2011/AN-1, complete genome"
JN858070.1,West Nile virus,,"Bagnarelli,P., Marinelli,K., Trotta,D., Monachetti,A., Tavio,M., Del Gobbo,R., Capobianchi,M., Menzo,S., Nicoletti,L., Magurano,F., Varaldo,P.","University Politecnica Marche, Biomedical Sciences & Public Health",Italy,2011-12-06T00:00:00Z,Italy/2011/AN-2,Orthoflavivirus nilense,10520,complete,Italy,Italy,,Homo sapiens,urine,2011-09,,"West Nile virus isolate Italy/2011/AN-2, complete genome"
JF707789.1,West Nile virus,,"Sotelo,E., Fernandez-Pinero,J., Llorente,F., Vazquez,A., Moreno,A., Aguero,M., Cordioli,P., Tenorio,A., Jimenez-Clavero,M.A., Herrero,L.","Instituto de Salud Carlos III, Centro Nacional Microbiologia",Spain,2011-10-24T00:00:00Z,,Orthoflavivirus nilense,10900,partial,Spain,Spain,,Culex perexiguus,,2008,,"West Nile virus strain HU6365/08 polyprotein precursor, gene, complete cds"
JN183885.1,West Nile virus,,"Henn,M.R., Newman,R.M., Young,D., Ciota,A., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Young,S., Berlin,A., Heiman,D., Sykes,S., Koehrsen,M., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Neiman,D., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Kramer,L., Nusbaum,C., Birren,B.",Broad Institute of MIT and Harvard,USA,2011-10-11T00:00:00Z,WNV-1/US/BID-V4626/2008,Orthoflavivirus nilense,10521,complete,USA: New York,USA,NY,Cyanocitta cristata,brain,2008,,"West Nile virus isolate WNV-1/US/BID-V4626/2008, complete genome"
JN183886.1,West Nile virus,,"Henn,M.R., Newman,R.M., Young,D., Ciota,A., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Young,S., Berlin,A., Heiman,D., Sykes,S., Koehrsen,M., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Neiman,D., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Kramer,L., Nusbaum,C., Birren,B.",Broad Institute of MIT and Harvard,USA,2011-10-11T00:00:00Z,WNV-1/US/BID-V4629/2008,Orthoflavivirus nilense,10671,complete,USA: New York,USA,NY,Cyanocitta cristata,brain,2008,,"West Nile virus isolate WNV-1/US/BID-V4629/2008, complete genome"
JN183887.1,West Nile virus,,"Henn,M.R., Newman,R.M., Young,D., Ciota,A., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Young,S., Berlin,A., Heiman,D., Sykes,S., Koehrsen,M., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Neiman,D., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Kramer,L., Nusbaum,C., Birren,B.",Broad Institute of MIT and Harvard,USA,2011-10-11T00:00:00Z,WNV-1/US/BID-V4706/2002,Orthoflavivirus nilense,10685,complete,USA: New York,USA,NY,Corvus brachyrhynchos,brain,2002,,"West Nile virus isolate WNV-1/US/BID-V4706/2002, complete genome"
JN183888.1,West Nile virus,,"Henn,M.R., Newman,R.M., Young,D., Ciota,A., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Young,S., Berlin,A., Heiman,D., Sykes,S., Koehrsen,M., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Neiman,D., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Kramer,L., Nusbaum,C., Birren,B.",Broad Institute of MIT and Harvard,USA,2011-10-11T00:00:00Z,WNV-1/US/BID-V4896/2006,Orthoflavivirus nilense,10635,complete,USA: New York,USA,NY,Corvus brachyrhynchos,brain,2006,,"West Nile virus isolate WNV-1/US/BID-V4896/2006, complete genome"
JN183889.1,West Nile virus,,"Henn,M.R., Newman,R.M., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Young,S., Berlin,A., Heiman,D., Sykes,S., Koehrsen,M., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Neiman,D., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Armstrong,P., Anderson,J., Andreadis,T., Vossbrinck,C., Nusbaum,C., Ebel,G., Birren,B.",Broad Institute of MIT and Harvard,USA,2011-10-11T00:00:00Z,WNV-1/US/BID-V4579/2003,Orthoflavivirus nilense,10521,complete,USA: Connecticut,USA,CT,Culex restuans,,2003,,"West Nile virus isolate WNV-1/US/BID-V4579/2003, complete genome"
JN183890.1,West Nile virus,,"Henn,M.R., Newman,R.M., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Young,S., Berlin,A., Heiman,D., Sykes,S., Koehrsen,M., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Neiman,D., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Armstrong,P., Anderson,J., Andreadis,T., Vossbrinck,C., Nusbaum,C., Ebel,G., Birren,B.",Broad Institute of MIT and Harvard,USA,2011-10-11T00:00:00Z,WNV-1/US/BID-V4699/2003,Orthoflavivirus nilense,10526,complete,USA: Connecticut,USA,CT,Culiseta melanura,,2003,,"West Nile virus isolate WNV-1/US/BID-V4699/2003, complete genome"
JN183891.1,West Nile virus,,"Henn,M.R., Newman,R.M., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Young,S., Berlin,A., Heiman,D., Sykes,S., Koehrsen,M., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Neiman,D., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Goldberg,T.L., Kitron,U.D., Ruiz,M.O., Walker,E.D., Brawn,J.D., Loss,S.R., Hamer,G.L., Nusbaum,C., Ebel,G., Birren,B.",Broad Institute of MIT and Harvard,USA,2011-10-11T00:00:00Z,WNV-1/US/BID-V4344/2002,Orthoflavivirus nilense,10520,complete,USA: Illinois,USA,IL,Cyanocitta cristata,,2002,,"West Nile virus isolate WNV-1/US/BID-V4344/2002, complete genome"
JN183892.1,West Nile virus,,"Henn,M.R., Newman,R.M., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Young,S., Berlin,A., Heiman,D., Sykes,S., Koehrsen,M., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Neiman,D., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Goldberg,T.L., Kitron,U.D., Ruiz,M.O., Walker,E.D., Brawn,J.D., Loss,S.R., Hamer,G.L., Nusbaum,C., Ebel,G., Birren,B.",Broad Institute of MIT and Harvard,USA,2011-10-11T00:00:00Z,WNV-1/US/BID-V4379/2005,Orthoflavivirus nilense,10622,complete,USA: Illinois,USA,IL,Culex pipiens,,2005,,"West Nile virus isolate WNV-1/US/BID-V4379/2005, complete genome"
JN183893.1,West Nile virus,,"Henn,M.R., Newman,R.M., Young,D., Ciota,A., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Young,S., Berlin,A., Heiman,D., Sykes,S., Koehrsen,M., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Neiman,D., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Nusbaum,C., Kramer,L., Birren,B.",Broad Institute of MIT and Harvard,USA,2011-10-11T00:00:00Z,WNV-1/Gallus/BID-V4954/kidney,Orthoflavivirus nilense,10610,complete,,,,Gallus gallus,"kidney, abdominal cavity",,,"West Nile virus isolate WNV-1/Gallus/BID-V4954/kidney, complete genome"
JN183894.1,West Nile virus,,"Henn,M.R., Newman,R.M., Young,D., Ciota,A., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Young,S., Berlin,A., Heiman,D., Sykes,S., Koehrsen,M., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Neiman,D., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Nusbaum,C., Kramer,L., Birren,B.",Broad Institute of MIT and Harvard,USA,2011-10-11T00:00:00Z,WNV-1/Gallus/BID-V4955/kidney,Orthoflavivirus nilense,10613,complete,,,,Gallus gallus,"kidney, abdominal cavity",,,"West Nile virus isolate WNV-1/Gallus/BID-V4955/kidney, complete genome"
JN183895.1,West Nile virus,,"Henn,M.R., Newman,R.M., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Young,S., Berlin,A., Heiman,D., Sykes,S., Koehrsen,M., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Neiman,D., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Deardorff,E.R., Ebel,G.D., Nusbaum,C., Ebel,G., Birren,B.",Broad Institute of MIT and Harvard,USA,2011-10-11T00:00:00Z,WNV-1/Culex/BID-V5768/midgut,Orthoflavivirus nilense,10634,complete,,,,Culex,abdominal cavity,,,"West Nile virus isolate WNV-1/Culex/BID-V5768/midgut, complete genome"
JN183896.1,West Nile virus,,"Henn,M.R., Newman,R.M., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Young,S., Berlin,A., Heiman,D., Sykes,S., Koehrsen,M., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Neiman,D., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Deardorff,E.R., Ebel,G.D., Nusbaum,C., Ebel,G., Birren,B.",Broad Institute of MIT and Harvard,USA,2011-10-11T00:00:00Z,WNV-1/Culex/BID-V5776/midgut,Orthoflavivirus nilense,10622,complete,,,,Culex,abdominal cavity,,,"West Nile virus isolate WNV-1/Culex/BID-V5776/midgut, complete genome"
