,Accession,Organism_Name,SRA_Accession,Submitters,Organization,Org_location,Release_Date,Isolate,Species,Length,Nuc_Completeness,Geo_Location,Country,USA,Host,Isolation_Source,date,BioSample,GenBank_Title,Division
3084,GU827998.1,West Nile virus,?,"May,F.J., Li,L., Davis,C.T., Galbraith,S.E., Barrett,A.D., Barrett,A.D.T.","University of Texas Medical Branch, Department of Pathology",USA,2010-07-07T00:00:00Z,Bird114,Orthoflavivirus nilense,10941,partial,USA: Texas,USA,TX,Cyanocitta cristata,?,2002,?,"West Nile virus isolate Bird114 polyprotein gene, complete cds",Texas
3085,GU827999.1,West Nile virus,?,"May,F.J., Li,L., Davis,C.T., Galbraith,S.E., Barrett,A.D., Barrett,A.D.T.","University of Texas Medical Branch, Department of Pathology",USA,2010-07-07T00:00:00Z,Bird1576,Orthoflavivirus nilense,10992,partial,USA: Texas,USA,TX,Cyanocitta cristata,?,2003,?,"West Nile virus isolate Bird1576 polyprotein gene, complete cds",Texas
3086,GU828000.1,West Nile virus,?,"May,F.J., Li,L., Davis,C.T., Galbraith,S.E., Barrett,A.D., Barrett,A.D.T.","University of Texas Medical Branch, Department of Pathology",USA,2010-07-07T00:00:00Z,Bird1175,Orthoflavivirus nilense,10978,partial,USA: Texas,USA,TX,Cyanocitta cristata,?,2003,?,"West Nile virus isolate Bird1175 polyprotein gene, complete cds",Texas
3087,GU828001.1,West Nile virus,?,"May,F.J., Li,L., Davis,C.T., Galbraith,S.E., Barrett,A.D., Barrett,A.D.T.","University of Texas Medical Branch, Department of Pathology",USA,2010-07-07T00:00:00Z,v4380,Orthoflavivirus nilense,10959,partial,USA: Texas,USA,TX,Culex quinquefasciatus,?,2003,?,"West Nile virus isolate v4380 polyprotein gene, complete cds",Texas
3088,GU828002.1,West Nile virus,?,"May,F.J., Li,L., Davis,C.T., Galbraith,S.E., Barrett,A.D., Barrett,A.D.T.","University of Texas Medical Branch, Department of Pathology",USA,2010-07-07T00:00:00Z,v4095,Orthoflavivirus nilense,10958,partial,USA: Texas,USA,TX,Culex quinquefasciatus,?,2003,?,"West Nile virus isolate v4095 polyprotein gene, complete cds",Texas
3089,GU828003.1,West Nile virus,?,"May,F.J., Li,L., Davis,C.T., Galbraith,S.E., Barrett,A.D., Barrett,A.D.T.","University of Texas Medical Branch, Department of Pathology",USA,2010-07-07T00:00:00Z,Bird1881,Orthoflavivirus nilense,10936,partial,USA: Texas,USA,TX,Zenaida macroura,?,2003,?,"West Nile virus isolate Bird1881 polyprotein gene, complete cds",Texas
3090,GU828004.1,West Nile virus,?,"May,F.J., Li,L., Davis,C.T., Galbraith,S.E., Barrett,A.D., Barrett,A.D.T.","University of Texas Medical Branch, Department of Pathology",USA,2010-07-07T00:00:00Z,Bird1519,Orthoflavivirus nilense,10959,partial,USA: Texas,USA,TX,Cyanocitta cristata,?,2003,?,"West Nile virus isolate Bird1519 polyprotein gene, complete cds",Texas
3091,HM152773.1,West Nile virus,?,"Lanciotti,R.S., Bin,H., Hindiyeh,M., Krest,A., Shulman,L.M., Mendelson,E.","Central Virology Laboratory, Public Health Services, Israel Ministry of Health",Israel,2010-06-07T00:00:00Z,WNV_0043h_ISR00,Orthoflavivirus nilense,10864,partial,Israel,Israel,?,Homo sapiens,?,2000,?,"West Nile virus isolate WNV_0043h_ISR00 from Israel polyprotein gene, complete cds",?
3092,HM152775.1,West Nile virus,?,"Lanciotti,R.S., Bin,H., Hindiyeh,M., Krest,A., Shulman,L.M., Mendelson,E.","Central Virology Laboratory, Public Health Services, Israel Ministry of Health",Israel,2010-06-07T00:00:00Z,WNV_0304h_ISR00,Orthoflavivirus nilense,10980,partial,Israel,Israel,?,Homo sapiens,?,2000,?,"West Nile virus isolate WNV_0304h_ISR00 from Israel polyprotein gene, complete cds",?
3093,HC467807.1,West Nile virus,?,"Hennessy,K.J., Hayes,P.W.",?,?,2010-04-21T00:00:00Z,?,Orthoflavivirus nilense,11029,partial,?,?,?,?,?,?,?,Sequence 23 from Patent WO2010025469,?
3094,FV537222.1,West Nile virus,?,"Millar,D.S., Meruki,J.R.",?,?,2010-03-18T00:00:00Z,?,Orthoflavivirus nilense,10962,partial,?,?,?,?,?,?,?,Modified Microbial Nucleic Acid,?
3095,FV537223.1,West Nile virus,?,"Millar,D.S., Meruki,J.R.",?,?,2010-03-18T00:00:00Z,?,Orthoflavivirus nilense,10962,partial,?,?,?,?,?,?,?,Modified Microbial Nucleic Acid,?
3096,FV537224.1,West Nile virus,?,"Millar,D.S., Meruki,J.R.",?,?,2010-03-18T00:00:00Z,?,Orthoflavivirus nilense,10962,partial,?,?,?,?,?,?,?,Modified Microbial Nucleic Acid,?
3097,FV537225.1,West Nile virus,?,"Millar,D.S., Meruki,J.R.",?,?,2010-03-18T00:00:00Z,?,Orthoflavivirus nilense,10962,partial,?,?,?,?,?,?,?,Modified Microbial Nucleic Acid,?
3098,GU011992.2,West Nile virus,?,"Barzon,L., Franchin,E., Squarzon,L., Lavezzo,E., Toppo,S., Martello,T., Bressan,S., Pagni,S., Cattai,M., Piazza,A., Pacenti,M., Cusinato,R., Palu,G.","University of Padova, Histology, Microbiology and Medical Biotechnologies",Italy,2009-10-20T00:00:00Z,?,Orthoflavivirus nilense,11030,complete,Italy,Italy,?,Homo sapiens,?,2009,?,"West Nile virus strain Ita09, complete genome",?
3099,GQ379156.1,West Nile virus,?,"Fabbri,C.M., Garcia,J.B., Morales,M.A., Levis,S., Enria,D.A., Lanciotti,R.S., Lambert,A.J.","CDC, DRS, ADB",USA,2009-10-14T00:00:00Z,?,Orthoflavivirus nilense,11029,complete,USA,USA,?,Corvus,?,2001-07,?,"West Nile virus strain FL2001 crow 67030, complete genome",?
3100,GQ379157.1,West Nile virus,?,"Fabbri,C.M., Garcia,J.B., Morales,M.A., Levis,S., Enria,D.A., Lanciotti,R.S., Cummings,R., Velten,R., Fogarty,C., McLaughlin,T., Jozan,M.","CDC, DRS, ADB",USA,2009-10-14T00:00:00Z,?,Orthoflavivirus nilense,11029,complete,USA: California,USA,CA,Corvus,?,2008-08,?,"West Nile virus strain DB080718-14, complete genome",California
3101,GQ379158.1,West Nile virus,?,"Fabbri,C.M., Garcia,J.B., Morales,M.A., Levis,S., Enria,D.A., Lanciotti,R.S., Cummings,R., Velten,R., Fogarty,C., McLaughlin,T., Jozan,M.","CDC, DRS, ADB",USA,2009-10-14T00:00:00Z,?,Orthoflavivirus nilense,11029,complete,USA: California,USA,CA,Culex tarsalis,?,2007-08,?,"West Nile virus strain ORCO0559-07, complete genome",California
3102,GQ379159.1,West Nile virus,?,"Fabbri,C.M., Garcia,J.B., Morales,M.A., Levis,S., Enria,D.A., Lanciotti,R.S., Cummings,R., Velten,R., Fogarty,C., McLaughlin,T., Jozan,M.","CDC, DRS, ADB",USA,2009-10-14T00:00:00Z,?,Orthoflavivirus nilense,11029,complete,USA: California,USA,CA,Sciurus niger,?,2008-08,?,"West Nile virus strain JPW080813-01, complete genome",California
3103,GQ379160.1,West Nile virus,?,"Fabbri,C.M., Garcia,J.B., Morales,M.A., Levis,S., Enria,D.A., Lanciotti,R.S.","CDC, DRS, ADB",USA,2009-10-14T00:00:00Z,?,Orthoflavivirus nilense,11029,complete,Argentina,Argentina,?,Equus caballus,brain,2006-02,?,"West Nile virus strain ArEq001, complete genome",?
3104,GQ379161.1,West Nile virus,?,"Fabbri,C.M., Garcia,J.B., Morales,M.A., Levis,S., Enria,D.A., Lanciotti,R.S.","CDC, DRS, ADB",USA,2009-10-14T00:00:00Z,?,Orthoflavivirus nilense,11029,complete,Argentina,Argentina,?,Equus caballus,brain,2006-02,?,"West Nile virus strain ArEq003, complete genome",?
3105,FJ766331.1,West Nile virus,?,"Sotelo,E., Fernandez-Pinero,J., Llorente,F., Aguero,M., Hoefle,U., Blanco,J.M., Jimenez-Clavero,M.A.","INIA, CISA",Spain,2009-09-07T00:00:00Z,GE-1b/B,Orthoflavivirus nilense,10960,partial,Spain,Spain,?,Aquila chrysaetos,?,2007-10,?,"West Nile virus isolate GE-1b/B polyprotein precursor, gene, complete cds",?
3106,FJ766332.1,West Nile virus,?,"Sotelo,E., Fernandez-Pinero,J., Llorente,F., Aguero,M., Hoefle,U., Blanco,J.M., Jimenez-Clavero,M.A.","INIA, CISA",Spain,2009-09-07T00:00:00Z,GE-2o/V,Orthoflavivirus nilense,10961,partial,Spain,Spain,?,Aquila chrysaetos,?,2007-10,?,"West Nile virus isolate GE-2o/V polyprotein precursor, gene, complete cds",?
3107,FJ527738.1,West Nile virus,?,"Iyer,A.V., Boudreaux,M.J., Wakamatsu,N., Roy,A.F., Baghian,A., Chouljenko,V.N., Kousoulas,K.G.","Louisiana State University School of Veterinary Medicine, Division of Biotechnology and Molecular Medicine (BioMMED), Department of Pathobiological Sciences",USA,2009-02-14T00:00:00Z,?,Orthoflavivirus nilense,11029,complete,USA: Louisiana,USA,LA,Cyanocitta cristata,?,2001,?,"West Nile virus strain LSU-AR01, complete genome",Louisiana
3108,FJ483548.1,West Nile virus,?,"Monaco,F., Savini,G., Lanciotti,R.S.",Istituto Zooprofilattico Sperimentale dell'Abruzzo e Molise G. Caporale,Italy,2008-12-29T00:00:00Z,?,Orthoflavivirus nilense,11030,complete,Italy,Italy,?,Corvidae,?,2008,?,"West Nile virus strain 15217, complete genome",?
3109,FJ483549.1,West Nile virus,?,"Monaco,F., Savini,G., Lanciotti,R.S.",Istituto Zooprofilattico Sperimentale dell'Abruzzo e Molise G. Caporale,Italy,2008-12-29T00:00:00Z,?,Orthoflavivirus nilense,11030,complete,Italy,Italy,?,Corvidae,?,2008,?,"West Nile virus strain 15803, complete genome",?
3110,FJ425721.1,West Nile virus,?,"Platonov,A.E., Shopenskaya,T.A., Karan,L.S., Rusakova,N.V., Shishkina,L.V.",Central Research Institute of Epidemiology,Russia,2008-12-08T00:00:00Z,Reb_VLG_07_H,Orthoflavivirus nilense,10980,partial,Russia: Volgograd,Russia,?,Homo sapiens,brain,2007,?,"West Nile virus isolate Reb_VLG_07_H polyprotein gene, complete cds",Volgograd
3111,FJ411043.1,West Nile virus,?,"Moritoh,K., Maeda,A., Nishino,T., Sasaki,N., Agui,T., Murata,R., Takashima,I., Kariwa,H., Watanabe,T., Kurane,I., Maeda,J.","Graduate School of Veterinary Medicine, Hokkaido University, Prion Diseases",Japan,2008-11-18T00:00:00Z,NY99iso-1,Orthoflavivirus nilense,11029,complete,?,?,?,?,?,?,?,"West Nile virus isolate NY99iso-1, complete genome",Volgograd
3112,EU249803.1,West Nile virus,?,"Bondre,V.P., Sankararaman,V., Gore,M.M.","National Institute of Virology, Japanese Encephalitis/West Nile Virus Group",India,2008-10-31T00:00:00Z,?,Orthoflavivirus nilense,11029,complete,?,?,?,Rousettus leschenaultii,?,1968,?,"West Nile virus strain 68856, complete genome",Volgograd
3113,FJ151394.1,West Nile virus,?,"Schlick,P., Taucher,C., Schittl,B., Tran,J.L., Kofler,R.M., Schueler,W., von Gabain,A., Meinke,A., Mandl,C.W.","Intercell AG, Antigen Discovery",Austria,2008-10-08T00:00:00Z,?,Orthoflavivirus nilense,11029,complete,USA: New York City,USA,NY,Corvus,?,1999,?,"West Nile virus strain NY99-crow-V76/1, complete genome",New York City
3114,FJ159129.1,West Nile virus,?,"Platonov,A.E., Shopenskaya,T.A., Fedorova,M.V., Karan,L.S., Frolov,A.I., Malenko,G.V., Levina,L.S., Pogodina,V.V.",Central Research Institute of Epidemiology,Russia,2008-09-23T00:00:00Z,101_5-06-Uu,Orthoflavivirus nilense,10845,complete,Russia: Volgograd,Russia,?,Uranotaenia,?,2006,?,"West Nile virus isolate 101_5-06-Uu, complete genome",Volgograd
3115,FJ159130.1,West Nile virus,?,"Platonov,A.E., Shopenskaya,T.A., Fedorova,M.V., Karan,L.S., Frolov,A.I., Malenko,G.V., Levina,L.S., Pogodina,V.V.",Central Research Institute of Epidemiology,Russia,2008-09-23T00:00:00Z,5_50-05-Uu,Orthoflavivirus nilense,10845,complete,Russia: Volgograd,Russia,?,Uranotaenia,?,2005,?,"West Nile virus isolate 5_50-05-Uu, complete genome",Volgograd
3116,FJ159131.1,West Nile virus,?,"Platonov,A.E., Shopenskaya,T.A., Fedorova,M.V., Karan,L.S., Frolov,A.I., Malenko,G.V., Levina,L.S., Pogodina,V.V.",Central Research Institute of Epidemiology,Russia,2008-09-23T00:00:00Z,8_1-05-Uu,Orthoflavivirus nilense,10845,complete,Russia: Volgograd,Russia,?,Uranotaenia,?,2005,?,"West Nile virus isolate 8_1-05-Uu, complete genome",Volgograd
3117,EF429197.1,West Nile virus SPU116/89,?,"Botha,E.M., Markotter,W., Wolfaardt,M., Paweska,J.T., Swanepoel,R., Palacios,G., Nel,L.H., Venter,M.","University of Pretoria, Microbiology and Plant Pathology",?,2008-02-29T00:00:00Z,?,Orthoflavivirus nilense,11052,complete,South Africa,South Africa,?,Homo sapiens,?,1989,?,"West Nile virus SPU116/89, complete genome",?
3118,EF429198.1,West Nile virus SA93/01,?,"Botha,E.M., Markotter,W., Wolfaardt,M., Paweska,J.T., Swanepoel,R., Palacios,G., Nel,L.H., Venter,M.","University of Pretoria, Microbiology and Plant Pathology",?,2008-02-29T00:00:00Z,?,Orthoflavivirus nilense,11052,complete,South Africa,South Africa,?,Homo sapiens,?,2001,?,"West Nile virus SA93/01, complete genome",?
3119,EF429199.1,West Nile virus SA381/00,?,"Botha,E.M., Markotter,W., Wolfaardt,M., Paweska,J.T., Swanepoel,R., Palacios,G., Nel,L.H., Venter,M.","University of Pretoria, Microbiology and Plant Pathology",?,2008-02-29T00:00:00Z,?,Orthoflavivirus nilense,11052,complete,South Africa,South Africa,?,Homo sapiens,?,2000,?,"West Nile virus SA381/00, complete genome",?
3120,EF429200.1,West Nile virus H442,?,"Botha,E.M., Markotter,W., Wolfaardt,M., Paweska,J.T., Swanepoel,R., Palacios,G., Nel,L.H., Venter,M.","University of Pretoria, Microbiology and Plant Pathology",?,2008-02-29T00:00:00Z,?,Orthoflavivirus nilense,11051,complete,South Africa,South Africa,?,Homo sapiens,?,1958,?,"West Nile virus H442, complete genome",?
3121,AM404308.1,West Nile virus strain PTRoxo,?,"Parreira,R., Severino,P., Freitas,F., Piedade,J., Almeida,A.P., Esteves,A.","Parreira R., Unidade de Virologia, Instituto de Higiene e Medicina Tropical, Rua da Junqueira 96, 1349-008",Portugal,2007-10-16T00:00:00Z,?,Orthoflavivirus nilense,10979,complete,Portugal,Portugal,?,?,?,?,?,"West Nile virus strain PTRoxo complete genome, genomic RNA, strain PTRoxo",?
3122,EU155484.1,West Nile virus,?,"Papin,J.F., Vahrson,W., Dittmer,D.P., Larson,L.A.","The University of North Carolina at Chapel Hill, Microbiology and Immunology",USA,2007-10-08T00:00:00Z,?,Orthoflavivirus nilense,10822,complete,USA,USA,?,?,?,?,?,"West Nile virus strain OK03, complete genome",?
3123,EF657887.1,West Nile virus,?,"Jia,Y., Moudy,R.M., Dupuis,A.P. II, Ngo,K.A., Maffei,J.G., Jerzak,G.V., Franke,M.A., Kauffman,E.B., Kramer,L.D.","Wadsworth Center, New York State Department of Health, Arbovirus Laboratories",USA,2007-09-16T00:00:00Z,?,Orthoflavivirus nilense,11029,complete,USA,USA,?,Corvus brachyrhynchos,"kidney, abdominal cavity",2000,?,"West Nile virus strain 3356K VP2, complete genome",?
3124,DQ983578.1,West Nile virus,?,"Doumbouya,A.E., Maruniak,J.E., Day,J.F.","University of Florida, Department of Entomology and Nematology, Insect Virology Laboratory",USA,2007-09-01T00:00:00Z,FL2-3,Orthoflavivirus nilense,10988,partial,"USA: Florida, Indian River County",USA,FL,Culex nigripalpus,?,?,?,"West Nile virus strain FLO3-FL2-3, partial genome","Florida, Indian River County"
3125,EF530047.1,West Nile virus,?,"Jia,Y., Moudy,R.M., Dupuis,A.P. II, Ngo,K.A., Maffei,J.G., Jerzak,G.V., Franke,M.A., Kauffman,E.B., Kramer,L.D., Jerzak,G.V.S.","Wadsworth Center, New York State Department of Health, Arbovirus Laboratories",USA,2007-08-27T00:00:00Z,?,Orthoflavivirus nilense,11029,complete,USA,USA,?,Corvus brachyrhynchos,"kidney, abdominal cavity",2000,?,"West Nile virus strain 3356.2.1.1, complete genome",?
3126,EU081844.1,West Nile virus,?,"Rayner,J.O., Halpern,M.D., Lednicky,J.A., Aldenderfer,R.W., McCurdy,K.S., Sosna,W.A., Davis,C.M., Nevins,C.J.","Midwest Research Institute, Biotechnology",USA,2007-08-26T00:00:00Z,?,Orthoflavivirus nilense,11029,complete,Egypt,Egypt,?,?,?,?,?,"West Nile virus strain Egypt 101, complete genome",?
3127,EU068667.1,West Nile virus,?,"Brault,A.C., Huang,C.Y., Langevin,S.A., Kinney,R.M., Bowen,R.A., Ramey,W.N., Panella,N.A., Holmes,E.C., Powers,A.M., Miller,B.R., Brault,A., Andrade,C., Green,E.","University of CA, Davis, Center for Vector-Borne Disease",USA,2007-08-20T00:00:00Z,SPU116-89,Orthoflavivirus nilense,10305,partial,South Africa,South Africa,?,?,?,?,?,"West Nile virus isolate SPU116-89 polyprotein gene, complete cds",?
3128,DQ666448.1,West Nile virus,?,"Grinev,A., Rios,M.","CBER/FDA, DETTD",USA,2007-07-01T00:00:00Z,BSL5-2004,Orthoflavivirus nilense,11029,complete,USA,USA,?,?,?,?,?,"West Nile virus isolate BSL5-2004, complete genome",?
3129,DQ666449.1,West Nile virus,?,"Grinev,A., Rios,M.","CBER/FDA, DETTD",USA,2007-07-01T00:00:00Z,GCTX1-2005,Orthoflavivirus nilense,11029,complete,USA,USA,?,?,?,?,?,"West Nile virus isolate GCTX1-2005, complete genome",?
3130,DQ666450.1,West Nile virus,?,"Grinev,A., Rios,M.","CBER/FDA, DETTD",USA,2007-07-01T00:00:00Z,GCTX2-2005,Orthoflavivirus nilense,11029,complete,USA,USA,?,?,?,?,?,"West Nile virus isolate GCTX2-2005, complete genome",?
3131,DQ666451.1,West Nile virus,?,"Grinev,A., Rios,M.","CBER/FDA, DETTD",USA,2007-07-01T00:00:00Z,BSL13-2005,Orthoflavivirus nilense,11029,complete,USA,USA,?,?,?,?,?,"West Nile virus isolate BSL13-2005, complete genome",?
3132,DQ666452.1,West Nile virus,?,"Grinev,A., Rios,M.","CBER/FDA, DETTD",USA,2007-07-01T00:00:00Z,BSL2-2005,Orthoflavivirus nilense,11015,complete,USA,USA,?,?,?,?,?,"West Nile virus isolate BSL2-2005, complete genome",?
3133,DQ786572.1,West Nile virus,?,"Jourdain,E., Schuffenecker,I., Korimbocus,J., Reynard,S., Murri,S., Kayser,Y., Gauthier-Clerc,M., Sabatier,P., Zeller,H.G., Zeller,H.","Institut Pasteur, CNR Arbovirus",France,2007-07-01T00:00:00Z,France 405/04,Orthoflavivirus nilense,10938,partial,France,France,?,Passer domesticus,"brain, cell",2004-10-18,?,"West Nile virus isolate France 405/04 polyprotein gene, complete cds",?
3134,DQ786573.1,West Nile virus,?,"Jourdain,E., Schuffenecker,I., Korimbocus,J., Reynard,S., Murri,S., Kayser,Y., Gauthier-Clerc,M., Sabatier,P., Zeller,H.G., Zeller,H.","Institut Pasteur, CNR Arbovirus",France,2007-07-01T00:00:00Z,France 407/04,Orthoflavivirus nilense,10938,partial,France,France,?,Pica pica,"brain, cell",2004-10-21,?,"West Nile virus isolate France 407/04 polyprotein gene, complete cds",?
3135,EF571854.1,West Nile virus,?,"Rayner,J.O., Lednicky,J.A., Halpern,M.D., Aldenderfer,R.W., McCurdy,K.S., Sosna,W.A., Davis,C.M., Nevins,C.J.","Midwest Research Institute, Biotechnology",USA,2007-05-27T00:00:00Z,?,Orthoflavivirus nilense,11029,complete,USA,USA,?,?,?,?,?,"West Nile virus strain 385-99, complete genome",?
3136,CS568914.1,West Nile virus,?,"Barrett,A.D., Tesch,R.B., Davis,C.T., Beasley,D.W.",?,?,2007-05-18T00:00:00Z,?,Orthoflavivirus nilense,11029,partial,?,?,?,?,?,?,?,Sequence 1 from Patent WO2006029300,?
3137,CS568916.1,West Nile virus,?,"Barrett,A.D., Tesch,R.B., Davis,C.T., Beasley,D.W.",?,?,2007-05-18T00:00:00Z,?,Orthoflavivirus nilense,11029,partial,?,?,?,?,?,?,?,Sequence 3 from Patent WO2006029300,?
3138,CS568917.1,West Nile virus,?,"Barrett,A.D., Tesch,R.B., Davis,C.T., Beasley,D.W.",?,?,2007-05-18T00:00:00Z,?,Orthoflavivirus nilense,11029,partial,?,?,?,?,?,?,?,Sequence 4 from Patent WO2006029300,?
3139,CS568918.1,West Nile virus,?,"Barrett,A.D., Tesch,R.B., Davis,C.T., Beasley,D.W.",?,?,2007-05-18T00:00:00Z,?,Orthoflavivirus nilense,11029,partial,?,?,?,?,?,?,?,Sequence 5 from Patent WO2006029300,?
3140,CS568919.1,West Nile virus,?,"Barrett,A.D., Tesch,R.B., Davis,C.T., Beasley,D.W.",?,?,2007-05-18T00:00:00Z,?,Orthoflavivirus nilense,11029,partial,?,?,?,?,?,?,?,Sequence 6 from Patent WO2006029300,?
3141,CS543188.1,West Nile virus,?,"Wicker,J.A., Whiteman,M.C., Barrett,A.D.",?,?,2007-04-20T00:00:00Z,?,Orthoflavivirus nilense,11029,partial,?,?,?,?,?,?,?,Sequence 1 from Patent WO2007015783,?
3142,DQ431693.1,West Nile virus,?,"Herring,B.L., Bernardin,F., Caglioti,S., Stramer,S., Tobler,L., Andrews,W., Cheng,L., Rampersad,S., Cameron,C., Saldanha,J., Busch,M.P., Delwart,E., Herring,B., Busch,M.","Blood Systems Research Institute and University of California, San Francisco",USA,2007-03-31T00:00:00Z,03-20TX,Orthoflavivirus nilense,10520,partial,USA: Texas,USA,TX,Homo sapiens,blood,2003,?,"West Nile virus isolate 03-20TX polyprotein precursor, gene, complete cds",Texas
3143,DQ431694.1,West Nile virus,?,"Herring,B.L., Bernardin,F., Caglioti,S., Stramer,S., Tobler,L., Andrews,W., Cheng,L., Rampersad,S., Cameron,C., Saldanha,J., Busch,M.P., Delwart,E., Herring,B., Busch,M.","Blood Systems Research Institute and University of California, San Francisco",USA,2007-03-31T00:00:00Z,03-22TX,Orthoflavivirus nilense,10520,partial,USA: Texas,USA,TX,Homo sapiens,blood,2003,?,"West Nile virus isolate 03-22TX polyprotein precursor, gene, complete cds",Texas
3144,DQ431695.1,West Nile virus,?,"Herring,B.L., Bernardin,F., Caglioti,S., Stramer,S., Tobler,L., Andrews,W., Cheng,L., Rampersad,S., Cameron,C., Saldanha,J., Busch,M.P., Delwart,E., Herring,B., Busch,M.","Blood Systems Research Institute and University of California, San Francisco",USA,2007-03-31T00:00:00Z,03-82IL,Orthoflavivirus nilense,10520,partial,USA: Illinois,USA,IL,Homo sapiens,blood,2003,?,"West Nile virus isolate 03-82IL polyprotein precursor, gene, complete cds",Illinois
3145,DQ431696.1,West Nile virus,?,"Herring,B.L., Bernardin,F., Caglioti,S., Stramer,S., Tobler,L., Andrews,W., Cheng,L., Rampersad,S., Cameron,C., Saldanha,J., Busch,M.P., Delwart,E., Herring,B., Busch,M.","Blood Systems Research Institute and University of California, San Francisco",USA,2007-03-31T00:00:00Z,03-104WI,Orthoflavivirus nilense,10520,partial,USA: Wisconsin,USA,WI,Homo sapiens,blood,2003,?,"West Nile virus isolate 03-104WI polyprotein precursor, gene, complete cds",Wisconsin
3146,DQ431697.1,West Nile virus,?,"Herring,B.L., Bernardin,F., Caglioti,S., Stramer,S., Tobler,L., Andrews,W., Cheng,L., Rampersad,S., Cameron,C., Saldanha,J., Busch,M.P., Delwart,E., Herring,B., Busch,M.","Blood Systems Research Institute and University of California, San Francisco",USA,2007-03-31T00:00:00Z,03-113FL,Orthoflavivirus nilense,10520,partial,USA: Florida,USA,FL,Homo sapiens,blood,2003,?,"West Nile virus isolate 03-113FL polyprotein precursor, gene, complete cds",Florida
3147,DQ431698.1,West Nile virus,?,"Herring,B.L., Bernardin,F., Caglioti,S., Stramer,S., Tobler,L., Andrews,W., Cheng,L., Rampersad,S., Cameron,C., Saldanha,J., Busch,M.P., Delwart,E., Herring,B., Busch,M.","Blood Systems Research Institute and University of California, San Francisco",USA,2007-03-31T00:00:00Z,03-120FL,Orthoflavivirus nilense,10520,partial,USA: Florida,USA,FL,Homo sapiens,blood,2003,?,"West Nile virus isolate 03-120FL polyprotein precursor, gene, complete cds",Florida
3148,DQ431699.1,West Nile virus,?,"Herring,B.L., Bernardin,F., Caglioti,S., Stramer,S., Tobler,L., Andrews,W., Cheng,L., Rampersad,S., Cameron,C., Saldanha,J., Busch,M.P., Delwart,E., Herring,B., Busch,M.","Blood Systems Research Institute and University of California, San Francisco",USA,2007-03-31T00:00:00Z,03-124FL,Orthoflavivirus nilense,10520,partial,USA: Florida,USA,FL,Homo sapiens,blood,2003,?,"West Nile virus isolate 03-124FL polyprotein precursor, gene, complete cds",Florida
3149,DQ431700.1,West Nile virus,?,"Herring,B.L., Bernardin,F., Caglioti,S., Stramer,S., Tobler,L., Andrews,W., Cheng,L., Rampersad,S., Cameron,C., Saldanha,J., Busch,M.P., Delwart,E., Herring,B., Busch,M.","Blood Systems Research Institute and University of California, San Francisco",USA,2007-03-31T00:00:00Z,04-213CA,Orthoflavivirus nilense,10480,partial,USA: California,USA,CA,Homo sapiens,blood,2004,?,"West Nile virus isolate 04-213CA polyprotein precursor, gene, complete cds",California
